CALENDAR YEAR,CATEGORY,AGENCY NAME,1. PIT OFFSET COUNT,1. PIT OFFSET AMOUNT,2. LOTTERY OFFSET COUNT,2. LOTTERY OFFSET AMOUNT,3. UNCLAIMED PROPERTY OFFSET COUNT,3. UNCLAIMED PROPERTY OFFSET AMOUNT,Total OFFSET COUNT,Total OFFSET AMOUNT
CY2022,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT OF CA-VENTURA COUNTY,"5,346","$2,641,590.91",44,"$32,771.88",69,"$16,994.83","5,459","$2,691,357.62"
CY2022,5 - COUNTY SUPERIOR COURT,YUBA COUNTY SUPERIOR COURT,86,"$47,755.33",1,$302.50,,,87,"$48,057.83"
CY2022,5 - COUNTY SUPERIOR COURT,RIVERSIDE SUPERIOR COURT,95,"$38,398.15",2,$250.00,4,$908.34,101,"$39,556.49"
CY2022,5 - COUNTY SUPERIOR COURT,SUPERIOR COURT COUNTY OFSANTA CRUZ,"1,738","$769,498.17",19,"$15,765.30",27,"$8,256.79","1,784","$793,520.26"
CY2022,5 - COUNTY SUPERIOR COURT,MODOC SUPERIOR COURT,28,"$19,879.04",1,$101.98,,,29,"$19,981.02"
CY2022,6 - OTHER STATES,- OTHER STATES UMASS GLOBAL,797,"$523,707.35",3,"$1,968.61",12,$639.07,812,"$526,315.03"
CY2022,6 - OTHER STATES,UNIVERSITY OF SOUTHERN CALIF.,105,"$66,543.92",2,$445.36,,,107,"$66,989.28"
CY2022,6 - OTHER STATES,STANFORD UNIVERSITY,135,"$23,521.69",1,$82.00,4,$537.66,140,"$24,141.35"
CY2022,6 - OTHER STATES,UNIVERSITY PEPPERDINE,6,"$2,759.00",,,,,6,"$2,759.00"
CY2022,6 - OTHER STATES,UNIVERSITY SANTA CLARA,74,"$10,537.55",,,,,74,"$10,537.55"
CY2022,6 - OTHER STATES,LA VERNE UNIVERSITY OF,31,"$18,614.08",,,,,31,"$18,614.08"
CY2022,6 - OTHER STATES,UNIVERSITY BIOLA,11,"$3,661.68",2,$435.88,,,13,"$4,097.56"
CY2022,6 - OTHER STATES,WHITTIER COLLEGE,165,"$98,724.50",4,$94.54,,,169,"$98,819.04"
CY2022,6 - OTHER STATES,LINDA UNIVERSITY LOMA,24,"$25,085.47",,,,,24,"$25,085.47"
CY2022,6 - OTHER STATES,LOYOLA MARYMOUNT UNIVERSITY,295,"$162,234.18",2,"$2,000.00",4,$497.74,301,"$164,731.92"
CY2022,6 - OTHER STATES,SIERRA UNIVERSITY LA,67,"$39,671.01",,,,,67,"$39,671.01"
CY2022,6 - OTHER STATES,,32,"$12,364.71",,,,,32,"$12,364.71"
CY2022,7 - SPECIAL DISTRICTS,MRCA - SPECIAL DISTRICTS,230,"$38,955.09",3,$339.90,,,233,"$39,294.99"
CY2022,7 - SPECIAL DISTRICTS,CALTRAIN PENINSULA JOINT POWERS BRD,358,"$48,303.05",1,$130.00,2,$131.93,361,"$48,564.98"
CY2022,7 - SPECIAL DISTRICTS,ALAMEDA COUNTY TRANSIT,216,"$56,804.00",1,$308.00,4,"$1,021.73",221,"$58,133.73"
CY2022,7 - SPECIAL DISTRICTS,ELSINORE VALLEY MUNICIPAL WATER DIS,199,"$38,381.32",1,$260.41,1,$138.09,201,"$38,779.82"
CY2022,7 - SPECIAL DISTRICTS,MARIN WATER DISTRICT,17,"$3,400.88",,,,,17,"$3,400.88"
CY2022,7 - SPECIAL DISTRICTS,CUCAMONGA VALLEY WATER DISTRICT,115,"$18,792.39",1,$138.30,3,$162.67,119,"$19,093.36"
CY2022,7 - SPECIAL DISTRICTS,MATEO COUNTY HARBOR DISTRICT SAN,11,$940.00,,,,,11,$940.00
CY2022,7 - SPECIAL DISTRICTS,MUNICIPAL WATER DISTRICT WESTERN,39,"$6,320.06",3,$494.40,,,42,"$6,814.46"
CY2022,7 - SPECIAL DISTRICTS,DISTRICT RANCHO CA WATER,111,"$14,382.20",2,$286.72,4,$302.00,117,"$14,970.92"
CY2022,7 - SPECIAL DISTRICTS,VALLEY TRANSP. AUTH. SANTA CLARA,54,"$5,809.01",1,$95.00,,,55,"$5,904.01"
CY2022,7 - SPECIAL DISTRICTS,BART ADMIN,33,"$3,181.74",,,,,33,"$3,181.74"
CY2022,7 - SPECIAL DISTRICTS,DISTRICT EAST BAY REGIONAL PARK,108,"$7,747.16",2,$472.00,1,$50.00,111,"$8,269.16"
CY2022,7 - SPECIAL DISTRICTS,RIVERSIDE CNTY TRANSPORTATION COMMI,"1,332","$218,843.63",20,"$3,075.97",24,"$2,174.17","1,376","$224,093.77"
CY2022,7 - SPECIAL DISTRICTS,,14,"$2,380.36",1,$128.60,,,15,"$2,508.96"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CYPRESS COLLEGE - UNIV/COLLEGE/POST SEC INSTITUTIONS,188,"$15,648.60",1,$148.00,2,$38.77,191,"$15,835.37"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,PALOMAR COLLEGE,70,"$9,499.60",1,$97.00,,,71,"$9,596.60"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,FRANCISCO STATE UNIVERSITY SAN,109,"$15,804.27",1,$106.00,,,110,"$15,910.27"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,UC SANTA CRUZ,67,"$7,591.78",,,,,67,"$7,591.78"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,COMMUNITY COLLEGE DIST RIVERSIDE,285,"$30,511.47",1,$87.00,2,$199.37,288,"$30,797.84"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,MARIN COMMUNITY,36,"$8,227.94",,,,,36,"$8,227.94"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,,9,$514.00,,,,,9,$514.00
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,BAKERSFIELD COLLEGE,73,"$7,048.60",,,2,$142.26,75,"$7,190.86"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,PORTERVILLE COLLEGE,30,"$2,103.45",,,,,30,"$2,103.45"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,SAN JOSE STATE UNIVERSITY,455,"$202,866.77",2,"$2,723.00",4,$215.44,461,"$205,805.21"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,"CSU, LONG BEACH",982,"$355,677.42",2,"$3,095.96",17,"$4,968.90","1,001","$363,742.28"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,"CSU, LOS ANGELES","1,019","$403,781.66",7,"$5,228.26",13,"$2,674.04","1,039","$411,683.96"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,SAN DIEGO STATE UNIVERSITY,"1,370","$459,800.76",3,"$3,618.68",11,"$1,454.54","1,384","$464,873.98"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,"CAL STATE UNIVERSITY, EAST BAY","1,136","$460,379.71",9,"$6,398.86",18,"$1,031.14","1,163","$467,809.71"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,"CALIFORNIA STATE UNIVERSITY,FRESNO",645,"$215,258.85",2,"$2,000.00",5,"$1,233.57",652,"$218,492.42"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CALIFORNIA STATE UNIVERSITY CHICO,517,"$197,781.14",1,"$1,000.00",7,"$3,886.55",525,"$202,667.69"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CALIFORNIA STATE UNIVERSITY,844,"$407,688.32",8,"$6,310.60",11,$430.85,863,"$414,429.77"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,HUMBOLDT STATE UNIVERSITY,513,"$179,584.17",1,$408.00,6,"$10,278.27",520,"$190,270.44"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CALIFORNIA STATE UNIVERSITY,"1,855","$538,384.62",5,"$3,884.00",25,"$3,148.28","1,885","$545,416.90"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,SAN FRANCISCO STATE UNIVERSITY,959,"$284,680.47",3,"$2,147.72",7,$577.63,969,"$287,405.82"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,SONOMA STATE UNIVERSITY,202,"$78,202.43",1,"$1,000.00",1,$20.50,204,"$79,222.93"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CA COMMUNITY COLLEGES,"20,545","$4,491,627.37",67,"$19,313.48",175,"$17,237.48","20,787","$4,528,178.33"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,"UNIVERSITY OF CA, SANTA CRUZ",228,"$80,593.28",1,$706.00,3,"$2,865.79",232,"$84,165.07"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CA STATE UNIVERSITY SAN MARCOS,470,"$234,926.69",1,"$1,688.00",3,$253.26,474,"$236,867.95"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CSU MONTEREY BAY,246,"$93,421.21",,,2,$837.52,248,"$94,258.73"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CSU CHANCELLOR'S OFFICE,55,"$81,071.28",,,4,$713.09,59,"$81,784.37"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CSU CHANCELLOR'S OFFICE,21,"$11,155.47",,,2,$80.68,23,"$11,236.15"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,CSU CHANNEL ISLANDS,207,"$65,648.10",,,,,207,"$65,648.10"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,MT SAN ANTONIO COLLEGE,199,"$31,352.96",1,$218.00,1,$0.20,201,"$31,571.16"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,SAN MATEO COMMUNITY COLLEGE DIST,138,"$25,264.81",,,3,$68.91,141,"$25,333.72"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,"Z - OTHER SUPERIOR COURT OF CALIFORNIA,",514,"$227,249.07",12,"$7,249.52",31,"$6,227.22",557,"$240,725.81"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,"SUPERIOR COURT CA, VENTURA COUNTY",156,"$55,814.91",4,"$1,997.34",11,"$2,336.64",171,"$60,148.89"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,SUPERIOR COURT OF SAN FRANCISCO,803,"$286,191.24",19,"$11,624.22",41,"$8,381.80",863,"$306,197.26"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,SAN DIEGO SUPERIOR COURT,"1,304","$429,762.89",35,"$25,075.06",66,"$11,695.85","1,405","$466,533.80"
CY2022,8 - UNIV/COLLEGE/POST SEC INSTITUTIONS,,"780,462","$284,996,239.88","8,061","$6,196,834.97","20,241","$6,732,601.54","808,764","$297,925,676.39"
CY2023,2 - CITY,EUREKA CY2023 - CITY CITY OF,74,"$8,155.54",,,,,74,"$8,155.54"
CY2023,2 - CITY,PARLIER CITY OF,32,"$6,152.00",,,,,32,"$6,152.00"
CY2023,2 - CITY,CITY OF EXETER,7,$679.00,,,,,7,$679.00
CY2023,2 - CITY,OF SHASTA LAKE CITY,7,$721.00,,,,,7,$721.00
CY2023,2 - CITY,CITY OF GARDEN GROVE,761,"$141,768.19",9,"$2,386.14",8,$520.70,778,"$144,675.03"
CY2023,2 - CITY,OF REDDING CITY,7,"$1,211.46",,,,,7,"$1,211.46"
CY2023,2 - CITY,CITY OF REDDING,14,"$2,712.43",2,$730.22,1,$1.86,17,"$3,444.51"
CY2023,2 - CITY,OF LOS GATOS TOWN,40,"$9,406.11",,,,,40,"$9,406.11"
CY2023,2 - CITY,CITY OF STANTON,197,"$23,874.43",4,$304.00,1,$76.00,202,"$24,254.43"
CY2023,2 - CITY,CITY OF ALHAMBRA,610,"$153,649.83",2,$298.00,12,"$1,642.12",624,"$155,589.95"
CY2023,2 - CITY,BANOS CITY OF LOS,55,"$12,167.37",1,$103.00,,,56,"$12,270.37"
CY2023,2 - CITY,ALTO CITY OF PALO,20,"$2,236.00",1,$220.00,,,21,"$2,456.00"
CY2023,2 - CITY,SANTA MARIA ADMIN CITY OF,15,"$4,929.38",,,,,15,"$4,929.38"
CY2023,2 - CITY,CITY OF CANYON LAKE,1,"$1,294.00",,,,,1,"$1,294.00"
CY2023,2 - CITY,CITY OF BEVERLY HILLS,"1,179","$212,108.06",7,"$2,187.00",24,"$4,245.92","1,210","$218,540.98"
CY2023,2 - CITY,CITY OF BURBANK,564,"$116,687.02",6,"$1,264.00",11,$963.89,581,"$118,914.91"
CY2023,2 - CITY,CITY OF SONOMA,18,"$2,413.00",,,,,18,"$2,413.00"
CY2023,2 - CITY,CITY OF ISLETON,15,"$4,706.00",,,,,15,"$4,706.00"
CY2023,2 - CITY,CITY OF FILLMORE,27,"$5,653.97",1,$7.00,,,28,"$5,660.97"
CY2023,2 - CITY,CITY OF SAN GABRIEL,12,"$6,136.00",,,,,12,"$6,136.00"
CY2023,2 - CITY,OF DOS PALOS CITY,13,"$4,280.00",1,"$1,025.00",,,14,"$5,305.00"
CY2023,2 - CITY,CITY OF DIXON,54,"$13,155.78",,,,,54,"$13,155.78"
CY2023,2 - CITY,CITY OF SACRAMENTO,"4,657","$1,133,208.73",17,"$4,065.50",71,"$8,860.47","4,745","$1,146,134.70"
CY2023,2 - CITY,CITY OF VALLEJO,69,"$20,757.56",1,$40.21,,,70,"$20,797.77"
CY2023,2 - CITY,CITY OF SAN DIMAS,106,"$20,185.55",1,$4.80,,,107,"$20,190.35"
CY2023,2 - CITY,CITY OF PASO ROBLES,90,"$5,405.09",,,,,90,"$5,405.09"
CY2023,2 - CITY,CITY OF SAN JUAN BAUTISTA,2,$80.00,,,,,2,$80.00
CY2023,2 - CITY,CITY OF RIALTO COMM COMPLIANCE,2,$83.00,,,,,2,$83.00
CY2023,2 - CITY,PARKING CITY OF LAKE FOREST,164,"$24,711.33",3,$197.00,3,$130.80,170,"$25,039.13"
CY2023,2 - CITY,CITY OF OJAI,1,$130.00,,,,,1,$130.00
CY2023,2 - CITY,CITY OF SAN BERNARDINO,15,"$7,113.83",,,,,15,"$7,113.83"
CY2023,2 - CITY,OF BIG BEAR LAKE ADMIN CITY,22,"$20,038.75",1,$125.00,,,23,"$20,163.75"
CY2023,2 - CITY,AND COUNTY OF SAN FRANCISCO CITY,6,"$7,052.26",2,"$1,279.31",,,8,"$8,331.57"
CY2023,2 - CITY,CITY OF ROSEVILLE,25,"$8,460.91",,,,,25,"$8,460.91"
CY2023,2 - CITY,CITY OF BEAUMONT,22,"$1,941.23",,,1,$265.86,23,"$2,207.09"
CY2023,2 - CITY,CITY OF NEWPORT BEACH ADMIN,32,"$6,852.45",2,$208.00,,,34,"$7,060.45"
CY2023,2 - CITY,,9,"$1,310.00",,,,,9,"$1,310.00"
CY2023,2 - CITY,CITY OF PACIFIC GROVE - ADMIN,2,$175.00,,,,,2,$175.00
CY2023,2 - CITY,FULLERTON POLICE DEPARTMENT,78,"$43,971.34",,,1,$8.47,79,"$43,979.81"
CY2023,2 - CITY,CITY OF PICO RIVERA ADMIN,7,"$4,025.96",,,,,7,"$4,025.96"
CY2023,2 - CITY,CITY OF ANTIOCH,5,"$2,088.00",,,,,5,"$2,088.00"
CY2023,2 - CITY,CITY OF BEAUMONT ADMIN,51,"$18,878.95",,,1,"$1,040.00",52,"$19,918.95"
CY2023,2 - CITY,CITY OF COMPTON ADMIN,64,"$52,948.46",1,"$1,000.00",,,65,"$53,948.46"
CY2023,2 - CITY,CITY OF ARTESIA,116,"$17,215.99",1,$56.00,2,$56.88,119,"$17,328.87"
CY2023,2 - CITY,TOWN OF APPLE VALLEY,31,"$24,840.49",1,$300.00,,,32,"$25,140.49"
CY2023,2 - CITY,CITY OF LEMON GROVE,69,"$8,650.41",,,,,69,"$8,650.41"
CY2023,2 - CITY,CITY OF GRAND TERRACE,65,"$12,323.24",,,1,$50.00,66,"$12,373.24"
CY2023,2 - CITY,CITY OF STOCKTON,442,"$71,417.16",4,$744.00,7,$893.41,453,"$73,054.57"
CY2023,2 - CITY,TOWN OF ROSS,1,$278.00,,,,,1,$278.00
CY2023,2 - CITY,TIBURON POLICE DEPT,12,"$3,973.00",1,$140.00,,,13,"$4,113.00"
CY2023,2 - CITY,CHICO ADMINISTRATIVE,6,"$7,716.60",,,,,6,"$7,716.60"
CY2023,2 - CITY,CITY OF SAN CLEMENTE ADMIN,1,$485.00,,,,,1,$485.00
CY2023,2 - CITY,CITY OF BELLFLOWER,27,"$21,424.77",,,,,27,"$21,424.77"
CY2023,2 - CITY,SUISUN CITY MUNICIPAL CITATIONS,10,"$5,558.44",,,1,$1.60,11,"$5,560.04"
CY2023,2 - CITY,SUISUN CITY FIRE DEPT,4,"$3,162.93",,,,,4,"$3,162.93"
CY2023,2 - CITY,STOCKTON POLICE DEPARTMENT,9,"$1,748.00",,,1,$221.00,10,"$1,969.00"
CY2023,2 - CITY,CITY OF CARLSBAD,6,"$10,480.00",,,1,$10.00,7,"$10,490.00"
CY2023,2 - CITY,CITY OF WEST COVINA ADMIN,268,"$83,413.09",4,$907.00,2,$243.85,274,"$84,563.94"
CY2023,2 - CITY,CITY OF LANCASTER ADMIN,73,"$43,051.79",2,"$2,000.00",1,$180.39,76,"$45,232.18"
CY2023,2 - CITY,CITY OF DIXON ADMIN,4,"$4,510.00",,,,,4,"$4,510.00"
CY2023,2 - CITY,CITY OF FOUNTAIN VALLEY,3,"$3,015.00",,,,,3,"$3,015.00"
CY2023,2 - CITY,CITY OF SAN FERNANDO ADMIN,7,"$3,041.65",,,,,7,"$3,041.65"
CY2023,2 - CITY,VEHICLES CITY OF PARAMOUNT NUISANCE,2,$908.43,,,,,2,$908.43
CY2023,2 - CITY,PORT OF SAN DIEGO,111,"$11,175.24",2,$175.00,,,113,"$11,350.24"
CY2023,2 - CITY,CITY OF HOLLISTER,57,"$18,455.79",1,$91.90,,,58,"$18,547.69"
CY2023,2 - CITY,LARKSPUR CITY OF,16,"$2,340.00",,,,,16,"$2,340.00"
CY2023,2 - CITY,SUNNYVALE CITY OF,1,$961.61,,,,,1,$961.61
CY2023,2 - CITY,CITY OF LAKEWOOD,3,"$1,815.00",1,"$1,000.00",,,4,"$2,815.00"
CY2023,2 - CITY,BEACH ADMIN CITY OF LAGUNA,1,$132.25,,,,,1,$132.25
CY2023,2 - CITY,CITY OF CORONADO,69,"$10,267.96",2,$248.50,,,71,"$10,516.46"
CY2023,2 - CITY,CITY OF SANTA ROSA,338,"$60,001.67",3,$460.00,6,$209.28,347,"$60,670.95"
CY2023,2 - CITY,CITY OF BELL,327,"$71,338.82",4,$623.00,2,$4.85,333,"$71,966.67"
CY2023,2 - CITY,WEST SACRAMENTO CITY OF,4,$909.07,,,,,4,$909.07
CY2023,2 - CITY,CITY OF LYNWOOD,841,"$222,214.56",7,"$1,805.57",7,"$1,090.28",855,"$225,110.41"
CY2023,2 - CITY,CITY OF VACAVILLE,107,"$14,592.25",2,$153.19,,,109,"$14,745.44"
CY2023,2 - CITY,CITY OF FRESNO,38,"$27,391.99",1,"$1,270.00",,,39,"$28,661.99"
CY2023,2 - CITY,OF HAWAIIAN GARDENS CITY,1,$458.00,,,,,1,$458.00
CY2023,2 - CITY,CITY OF NORWALK,4,"$1,137.00",,,,,4,"$1,137.00"
CY2023,2 - CITY,CITY OF LAKE ELSINORE,579,"$115,830.94",1,$232.00,9,$701.40,589,"$116,764.34"
CY2023,2 - CITY,METROPOLITAN TRANSPORTATION COMMISS,"2,258","$524,816.02",21,"$4,699.31",37,"$4,129.00","2,316","$533,644.33"
CY2023,2 - CITY,"CITY OF RIVERSIDE, PARKING","2,486","$466,916.10",16,"$2,815.50",22,"$2,332.96","2,524","$472,064.56"
CY2023,2 - CITY,CITY OF SAN JUAN CAPISTRANO,154,"$34,856.42",2,"$1,441.00",6,"$2,138.33",162,"$38,435.75"
CY2023,2 - CITY,CITY OF DOWNEY,"1,127","$155,171.61",8,$733.00,9,"$1,909.64","1,144","$157,814.25"
CY2023,2 - CITY,OF WILDOMAR CITY,31,"$1,608.08",1,$41.25,,,32,"$1,649.33"
CY2023,2 - CITY,CITY OF BLYTHE,17,"$17,493.70",,,,,17,"$17,493.70"
CY2023,2 - CITY,CITY OF CLAREMONT,235,"$41,494.34",1,$108.00,1,$71.15,237,"$41,673.49"
CY2023,2 - CITY,CITY OF PICO RIVERA,400,"$110,858.40",1,$113.00,2,$18.97,403,"$110,990.37"
CY2023,2 - CITY,CITY OF LA HABRA,594,"$93,827.40",5,$545.00,7,$491.00,606,"$94,863.40"
CY2023,2 - CITY,SUISUN CITY,233,"$62,469.88",2,"$1,147.00",3,$731.83,238,"$64,348.71"
CY2023,2 - CITY,RANCHO SANTA MARGARITA CITY OF,52,"$7,612.75",2,$37.33,,,54,"$7,650.08"
CY2023,2 - CITY,CITY OF RANCHO CORDOVA,8,"$1,167.00",,,,,8,"$1,167.00"
CY2023,2 - CITY,CITY OF CHINO HILLS,7,"$2,568.54",,,,,7,"$2,568.54"
CY2023,2 - CITY,CITY OF FRESNO,"1,875","$344,299.68",17,"$2,777.00",20,"$2,310.43","1,912","$349,387.11"
CY2023,2 - CITY,CONCORD CITY OF,279,"$71,107.26",1,$30.70,4,$589.51,284,"$71,727.47"
CY2023,2 - CITY,PERRIS CITY OF,872,"$144,241.05",6,$975.50,11,"$1,182.20",889,"$146,398.75"
CY2023,2 - CITY,CITY OF LA PUENTE,12,"$5,259.30",2,$296.16,,,14,"$5,555.46"
CY2023,2 - CITY,CITY OF LOMPOC,55,"$9,517.28",1,$225.00,2,$267.00,58,"$10,009.28"
CY2023,2 - CITY,CITY OF SANTA ROSA,7,"$7,006.00",,,,,7,"$7,006.00"
CY2023,2 - CITY,DEPARTMENT FULLERTON POLICE,639,"$122,721.90",5,"$2,091.00",7,$491.73,651,"$125,304.63"
CY2023,2 - CITY,SAN FERNANDO CITY OF,233,"$47,591.08",3,$384.00,2,$190.75,238,"$48,165.83"
CY2023,2 - CITY,CITY OF SEAL BEACH,48,"$6,178.47",1,$11.31,,,49,"$6,189.78"
CY2023,2 - CITY,HAWTHORNE CITY OF,"2,368","$470,817.10",30,"$8,635.06",26,"$1,560.07","2,424","$481,012.23"
CY2023,2 - CITY,CITY OF ANAHEIM,49,"$16,265.66",1,$0.15,,,50,"$16,265.81"
CY2023,2 - CITY,,10,$511.00,,,,,10,$511.00
CY2023,2 - CITY,CITY OF AZUSA,27,"$10,647.75",,,1,$63.27,28,"$10,711.02"
CY2023,2 - CITY,CITY OF ROCKLIN,22,"$2,099.36",,,1,$8.82,23,"$2,108.18"
CY2023,2 - CITY,CITY OF HERCULES PARKING,106,"$18,138.90",1,$87.50,3,$152.46,110,"$18,378.86"
CY2023,2 - CITY,CITY OF SANTA CLARA,195,"$29,532.30",,,3,$196.93,198,"$29,729.23"
CY2023,2 - CITY,CITY OF CALIFORNIA CITY,17,"$13,236.00",,,1,"$1,299.00",18,"$14,535.00"
CY2023,2 - CITY,CITY OF CAMPBELL,45,"$6,875.89",,,1,$130.00,46,"$7,005.89"
CY2023,2 - CITY,CITY OF CAPITOLA,116,"$12,021.17",,,,,116,"$12,021.17"
CY2023,2 - CITY,CITY OF CARLSBAD,36,"$4,956.08",1,$120.00,2,$333.39,39,"$5,409.47"
CY2023,2 - CITY,CITY OF ESCONDIDO,493,"$64,893.62",1,$101.00,2,$93.12,496,"$65,087.74"
CY2023,2 - CITY,CITY OF CARSON,23,"$5,116.76",,,,,23,"$5,116.76"
CY2023,2 - CITY,CITY OF MANTECA,5,"$4,428.19",,,,,5,"$4,428.19"
CY2023,2 - CITY,CITY OF SAN RAFAEL,321,"$83,071.36",5,"$1,972.86",11,"$1,228.14",337,"$86,272.36"
CY2023,2 - CITY,CITY OF CERRITOS,100,"$8,454.78",2,$604.00,,,102,"$9,058.78"
CY2023,2 - CITY,CITY OF LAKE FOREST,5,"$4,100.00",,,,,5,"$4,100.00"
CY2023,2 - CITY,CITY OF COACHELLA PARK RANGER DIV,360,"$31,356.30",1,$109.76,,,361,"$31,466.06"
CY2023,2 - CITY,CITY OF CORCORAN,8,"$2,663.91",,,,,8,"$2,663.91"
CY2023,2 - CITY,CITY OF CORONA,334,"$77,660.04",,,2,$10.01,336,"$77,670.05"
CY2023,2 - CITY,CITY OF COVINA,11,"$5,695.74",,,,,11,"$5,695.74"
CY2023,2 - CITY,CITY OF CUDAHY,340,"$58,056.19",,,1,$299.06,341,"$58,355.25"
CY2023,2 - CITY,CITY OF DALY CITY,"1,233","$329,245.17",6,$983.52,17,"$1,617.91","1,256","$331,846.60"
CY2023,2 - CITY,CITY OF PALMDALE,565,"$159,303.03",14,"$3,554.39",7,"$1,215.28",586,"$164,072.70"
CY2023,2 - CITY,CITY OF DUARTE,164,"$34,770.57",4,"$1,252.00",1,$809.03,169,"$36,831.60"
CY2023,2 - CITY,CITY OF ELK GROVE,39,"$7,139.54",,,,,39,"$7,139.54"
CY2023,2 - CITY,CITY OF RIDGECREST,20,"$5,681.20",1,$100.00,,,21,"$5,781.20"
CY2023,2 - CITY,CITY OF SANTA BARBARA PARKING,779,"$149,302.26",6,"$1,468.00",7,$389.97,792,"$151,160.23"
CY2023,2 - CITY,CITY OF ESCALON,20,"$4,874.94",2,$23.96,,,22,"$4,898.90"
CY2023,2 - CITY,CITY OF SAN JACINTO,577,"$90,960.85",1,$102.50,5,$288.99,583,"$91,352.34"
CY2023,2 - CITY,ALHAMBRA CITY OF,2,"$2,088.00",,,,,2,"$2,088.00"
CY2023,2 - CITY,CITY OF POWAY,38,"$4,973.47",1,$21.90,,,39,"$4,995.37"
CY2023,2 - CITY,GROVE CITY OF GARDEN,89,"$39,297.45",,,,,89,"$39,297.45"
CY2023,2 - CITY,VERNON CITY OF,53,"$5,396.23",,,,,53,"$5,396.23"
CY2023,2 - CITY,FARMERSVILLE CITY OF,7,"$1,173.00",,,,,7,"$1,173.00"
CY2023,2 - CITY,CITY OF HAWAIIAN GARDENS,79,"$12,577.01",2,$591.00,,,81,"$13,168.01"
CY2023,2 - CITY,CITY OF CITRUS HEIGHTS,76,"$12,307.54",2,$100.59,,,78,"$12,408.13"
CY2023,2 - CITY,CITY OF HAYWARD,82,"$26,965.00",1,"$1,000.00",1,$89.39,84,"$28,054.39"
CY2023,2 - CITY,CITY OF HEMET,42,"$19,942.27",1,$19.99,,,43,"$19,962.26"
CY2023,2 - CITY,CITY OF DESERT HOT SPRINGS,47,"$7,604.75",1,$160.00,,,48,"$7,764.75"
CY2023,2 - CITY,CITY OF HUNTINGTON BEACH,"1,513","$185,619.61",14,"$2,864.00",17,"$1,407.91","1,544","$189,891.52"
CY2023,2 - CITY,INDIAN WELLS CITY OF,10,"$2,684.95",,,,,10,"$2,684.95"
CY2023,2 - CITY,OF LAGUNA NIGUEL CITY,5,"$3,266.00",,,,,5,"$3,266.00"
CY2023,2 - CITY,LA HABRA HEIGHTS CITY OF,4,"$2,564.00",,,,,4,"$2,564.00"
CY2023,2 - CITY,CITY OF ADELANTO,82,"$29,237.09",,,,,82,"$29,237.09"
CY2023,2 - CITY,CITY OF CUPERTINO,32,"$4,704.38",,,,,32,"$4,704.38"
CY2023,2 - CITY,CITY OF SAN GABRIEL,156,"$32,813.63",1,$146.00,1,$335.88,158,"$33,295.51"
CY2023,2 - CITY,CITY OF PASADENA,"1,995","$265,024.79",12,"$1,448.69",32,"$2,558.40","2,039","$269,031.88"
CY2023,2 - CITY,CITY OF RIVERSIDE,261,"$136,117.98",1,$411.00,4,$516.89,266,"$137,045.87"
